,parent_asin,rating,text,user_id,date,title,price,average_rating,rating_number,categories,features,description,main_category,store,sentiment_score
527,B017T533UW,5.0,Very nice quality. was a nice wedding gift for my husband to wear at out beach wedding.,AF62YL5BTIVPO3HJPVGFRLSFKRZA,2018-05-05,Silver Shark Great White Beach Lifeguard Cufflinks Wedding Groom Cuff Links,15.99,4.7,22,"['Clothing, Shoes & Jewelry', 'Men', 'Jewelry', 'Cuff Links']","['Toggle closure', 'High Polished Brass and Metal Electroplating Craft, durable and healthy,longer lasting for daily wear. High-polish finished surface, glossy and super smooth,comfortable to wear.Safe and Healthy.', 'Ideal gift for you boyfriend,husband,father and other Male friend for Christmas, Valentine’s Day, Birthday, Father’s Day, Anniversary or any Special Event.', 'Bullet Back Closure Button, It is Convenient to Put on or Take off, Secure and Easy to Use.', 'We make your gift giving choice easy for Anniversaries, special occasions, business, Christmas, Weddings, Birthdays and more.', 'Please contact us directly for immediate assistance if you have any problem with our product, we would be very pleased to help you and we will reply as soon as we can.']","[""Vcufflinks Cufflinks not only enhance the men's taste, but also to shape the professional men's high-grade clothing modeling.""]",AMAZON FASHION,Vcufflinks,1
528,B017VX8G22,5.0,Nice socks at a NICE price!,AHMZRJAIYLTYUJU7HTV4ELTWTZIQ,2017-01-16,Hxst Dri-fit Cushion Basketball Crew Socks - 3 Pair Pack (3 Colors Mixed),,3.9,50,"['Clothing, Shoes & Jewelry', 'Men', 'Clothing', 'Active', 'Athletic Socks']","['Pull On closure', 'Machine Wash']",[],AMAZON FASHION,Hxst,1
529,B0180NT900,5.0,A very pretty piece and more than satisfactory.  I use it as a pendant and it exactly matches a 3-piece set that I bought many years ago.  Love it.,AEU2V425OLDMVSFMDIVWMCGZOXUA,2019-09-01,Natural Green Aventurine Teardrop Pendant Necklace on 20 inches Stainless Steel Chain,,4.4,90,"['Clothing, Shoes & Jewelry', 'Women', 'Jewelry', 'Necklaces', 'Pendant Necklaces']","['Real Aventurine Stone: Made of genuine aventurine quartz. The image may show slight differences to the actual stone in color and texture', 'Amulet Stone: People believe it brings luck, protection and prosperity', 'Measurements: Pendant measures around 1.4"" x 1"". Chain around 20"" in length. Eco-friendly', 'Our healing aventurine quartz crystal pendant are wrapped by a big flower which is made of white gold plated over brass, trendy and exquisite! Delivered in KISSPAT jewelry pouch.Nice gift for birthday,anniversary or any special moments', 'Aventurine quartz necklace! The gorgeous natural teardrop chakra stone has a beautiful color to them, which makes it soothing to look at. It is known as the stone of energy, will create a good mood and relieve anxiety for you or your loved ones']",[],AMAZON FASHION,KISSPAT,1
530,B0180PGV2W,5.0,This hat is too cute!! Fits me perfect!,AELQL4NM4J7C76O66SJGDXSLFMLQ,2016-08-14,IL Caldo Adult Peaked Newsboy Cap Beret Sun Hat,,4.4,29,"['Clothing, Shoes & Jewelry', 'Women', 'Accessories', 'Hats & Caps', 'Newsboy Caps']","['Denim', 'Product categories: The beret, peaked cap', 'Cap size:Adjustable,21.6-23.7in<br>', 'Material: Denim', 'Style: elegant', 'Please Search ""IL Caldo"" to See More Products.']","['Material: Denim  Cap size:Adjustable,21.6-23.6in  Notes:  Please allow little color difference due to different camera or light environment.  If you have any question, please contact us!']",AMAZON FASHION,IL Caldo,1
531,B0181C1IM2,5.0,Love this purse! Well made and real leather. I get so many compliments on it.,AEQUDLLLUN3YJ3VO2WC64NYET44A,2021-03-27,Boho Bag Square L| Real Leather | Fringe Purse | Bohemian Bags,85.0,4.4,47,"['Clothing, Shoes & Jewelry', 'Women', 'Handbags & Wallets', 'Shoulder Bags']","['Leather', 'Leather lining', 'Zipper closure', 'Perfectly Sized. Boho Vibes Guaranteed.', 'Extremely soft real leather. Adjustable shoulder strap.', 'Pouch style with zip closure. Perfect for daily activities as well as vacation (and fits all your necessities).', 'Decorated with embellishments and gorgeous fringes.', 'Measurements: ~55cm high (with tassels), ~33cm wide.']","['Add some chic to your style with this eye-catching real leather hobo/boho bag. The soft exterior leather of this 100% handmade hobo bag offers timeless style with quality finishes at an affordable price. The interior is incredibly spacious giving you enough room to store items for all your daily essentials. Simply an awesome leather bag to add some summer sun and chic style to your everyday life. Measurements: ~55cm high (with tassels), ~33cm wide.']",AMAZON FASHION,BohoBags Official,1
532,B0182G3P0K,5.0,Me gusto,AFEQMAQMOEFDFOF3JPXNXQDNT2HQ,2021-02-27,Lannaclothesdesign Women's Cotton Long Ruffle Full Circle Long Skirts Maxi Skirt,34.95,4.4,875,"['Clothing, Shoes & Jewelry', 'Women', 'Clothing', 'Skirts', 'Casual']","['100% Cotton', 'Imported', 'Elastic closure', 'Hand Wash Only', 'Made in Thailand, Handmade, Fairtrade Product', ""Comfortable Elastic waist, Two Size's Available"", ""Women's Long Maxi Skirts with Ruffle"", 'Hand Wash Recommended, Cold Water, Wash Separately, Hang to dry', 'Estimate Size Will fit from Size Chart US Women Size 4 - 18 US Women Plus Size 12W - 14W. Please see size details in description.']",[],AMAZON FASHION,Lannaclothesdesign,1
533,B01851SX2M,4.0,Right size,AHW5BU3JMSCYZXGCYTBQ24J2QKFQ,2019-07-30,"adidas Prime Backpack, Solar Red/Solar Orange/Grey, One Size",,4.3,20,"['Clothing, Shoes & Jewelry', 'Luggage & Travel Gear', 'Backpacks', 'Casual Daypacks']","['Pockets: 1 interior slip, 1 interior zip, 4 exterior']","[""From the classroom to the field, the Prime ll backpack has you covered and keeps you looking good. It's XXL size and now 5 zippered pockets let you carry your school and practice stuff with ease. Updated for 2016 with a hydro shield water-resistant base to hold up to the gym floor and field. Lifetime warranty - built to last. Xxl size so you can carry everything you need. 5 outside zippered pockets to organize your gear. New hydro shield water-resistant base. Padded 17 inch computer pocket so you're school ready. Durable material - built to stand up to wear and tear. Load spring shoulder straps to ease the weight. Internal zippered organization pocket. Padded air mesh back panel for total comfort. Imported""]",AMAZON FASHION,adidas,1
534,B018B93IGY,4.0,5'9&#34; athletic build xl fits perfect.<br />Actual shirt weight is too light.<br />Nice other than being made so lightweight,AEJTGOHIBKUZPHVGXO7RVWDQRUJQ,2018-02-03,World Map Men's Tri-Blend T-Shirt,,4.5,36,"['Clothing, Shoes & Jewelry', 'Novelty & More', 'Clothing', 'Novelty', 'Men', 'Shirts', 'T-Shirts']","['50% Polyester, 25% Rayon, 25% Combed Cotton', 'Machine Wash', 'Regular fit short sleeved crew neck t-shirt, sized right between the boxy classic cut and slim cut t-shirt', 'Super soft blended fabric gives the shirt that comfortable broken-in feel from the first day you wear it', 'Side seemed to eliminate the torqueing and twisting of a tubular tee', 'Printed in the USA using only water-based inks', 'Free standard shipping in the United States']",[],AMAZON FASHION,Trunk Candy,1
535,B018E8I240,4.0,"Great design, very light, good packaging",AEOTKK6N2XVCARS5YSKJ2TUV2H6Q,2017-05-18,"Armani Exchange AX4048S Sunglasses 803713-56 - Tortoise Frame, Brown Gradient AX4048S-803713-56",,4.4,5,"['Clothing, Shoes & Jewelry', 'Men', 'Accessories', 'Sunglasses & Eyewear Accessories', 'Sunglasses']","['Acetate frame', 'Non-Polarized', 'Full retail package with all accessories.']","['Brand Armani Exchange has always remained true to its original philosophy—even while experiencing significant growth in recent years. Armani Exchange has made the ascent from humble beginnings to its present position: a worldwide leader in affordable luxury eyewear. Armani Exchange uses state-of-the-art materials to craft their signature eyewear frames: premium cellulose acetate, ultra-lightweight titanium, and color-rich stainless steel.']",AMAZON FASHION,A|X Armani Exchange,1
536,B018IKAHZ6,5.0,"I love it.  Very cute, just like picture.  Well packaged. It arrived in a bubbled envelope inside another envelope inside a pretty box with a thank you note and a red tassel attached.  I would buy other items from this seller again.",AHSUTKOQMHOGTZ4IX7KOMWQGXWQQ,2017-10-28,StinkLight Mfi Certified Phone Charger Lighting Cable 5Pack [3/3/6/6/10Ft] Nylon Braided USB Charging & Syncing Cord Compatible phone11/11Pro/XS/Max/XR/X/8/8Plus/7/7Plus/6S/Plus/SE/Ipad Mini(White),,5.0,1,"['Clothing, Shoes & Jewelry', 'Women', 'Accessories', 'Handbag Accessories', 'Handbag Hangers']",[],[],Cell Phones & Accessories,StinkLight,1
537,B018MULD1O,4.0,Long but can hem,AGOY4X7G2LFWQMC6SN4DIMYJTJLQ,2015-02-06,Rothco BDU Pant - ACU Digital - Longs,57.99,4.5,118,"['Clothing, Shoes & Jewelry', 'Men', 'Uniforms, Work & Safety', 'Clothing', 'Military', 'Pants']","['55% Cotton, 45% Polyester', 'Camo BDU Pants Are Built To Withstand Wear And Tear With Long-Lasting 55% Cotton / 45% Polyester Material', 'Reinforced Seat And Knees Provide Unparalleled Resiliency While Shooting, Working Or Performing Any Outdoor Task', 'Six Oversized Pockets Allow You To Store A Variety Of Tactical Gear | Two Front Slash Pockets | Two Button Down Cargo Pockets | Two Button Down Back Pockets', 'Button Fly And Adjustable Waist Tabs For The Perfect Fit | Drawstring Ankle Ties To Cinch The Camo Pants Around Your Ankle Or Blouse Over Your Boot | Double Stitched Seam Construction', 'Modeled After The U.S. Military’s Standard Issue Battle Dress Uniform (BDU)']",[],AMAZON FASHION,Rothco,-1
538,B018MW22UI,2.0,I didn't care for the style or the fit of the hat. It definitely was different for the the picture shows,AHHEFRFTCHUMDB5FSBSSDLSIWEHA,2014-03-03,Rothco Watch Cap/Polar Fleece,9.99,4.1,747,"['Clothing, Shoes & Jewelry', 'Men', 'Uniforms, Work & Safety', 'Clothing', 'Military', 'Accessories']","['Fleece', 'Imported', 'Quality tested and ensured for maximum durability', 'Designed with only the toughest, roughest users in mind', 'Comfort and Performance come hand in hand with Rothco']","['Rothco makes quality outdoor and sports gear for all types of situation. Whether you are in a combat intensive environment, or if you are a recreational user, rothco will fit the lifestyle of many. Quality tested and performance driven, use rothco.']",AMAZON FASHION,Rothco,-1
539,B018MW22UI,3.0,It was a bit to baggy around the head for hugging your ears but if you didn't want hat hair works just fine..,AFOW4IQDIZDV6WEWULTNPHSKZGFQ,2015-04-25,Rothco Watch Cap/Polar Fleece,9.99,4.1,747,"['Clothing, Shoes & Jewelry', 'Men', 'Uniforms, Work & Safety', 'Clothing', 'Military', 'Accessories']","['Fleece', 'Imported', 'Quality tested and ensured for maximum durability', 'Designed with only the toughest, roughest users in mind', 'Comfort and Performance come hand in hand with Rothco']","['Rothco makes quality outdoor and sports gear for all types of situation. Whether you are in a combat intensive environment, or if you are a recreational user, rothco will fit the lifestyle of many. Quality tested and performance driven, use rothco.']",AMAZON FASHION,Rothco,1
540,B018R0N6GY,5.0,my granddaughter loves this dress!,AFZE5ALVG3YY6GDH3SRWXIGWWA2Q,2016-12-17,"Z.D New Cinderella Princess Dress cosply Costume Girls Party Dresses, Blue, 110(US 2T)",,4.3,4,"['Clothing, Shoes & Jewelry', 'Costumes & Accessories', 'Kids & Baby', 'Girls', 'Costumes']",[],[],AMAZON FASHION,Z.D,1
541,B0196S5128,5.0,Love it,AEZVPWYGZPRFOCEV2JOREPDD35NQ,2017-01-17,HAREM PANTS Unisex Dashiki Jumpsuit for Men & Women,,4.2,105,"['Clothing, Shoes & Jewelry', 'Women', 'Clothing', 'Pants', 'Casual']","['100% Rayon', 'Imported', 'Machine Wash', 'Super Soft, Breathable, Premium Thai Rayon', 'Comfortable & Stylish', 'Perfect for indoor and outdoor exercise (yoga, pilates, zumba, etc.)', 'Waist: 24"" to 38"". Hips: up to 44"". Length: 37""', 'Soft Smocked Waistband and Elasticated Ankles']","['The Softest Most Comfortable Harem Pants Around!', 'Perfect for lazy days at home, doing yoga/pilates or dancing at the next great music festival.', 'Convertible Jumpsuit', 'These magical low cut harem pants can also easily be converted into a jumpsuit. These pants are basically two outfits in one!', 'Sewn in straps, allow these Harem Pants to convert in to a super comfortable jumpsuit for Women.', 'Gender Neutral', 'The Harem Pants are great for Men & Women.', 'Be warned, because these are so comfortable, your significant other will steal these from you!', 'Measurements', '- Waist:', '24"" to 38""', '- Hips:', 'up to 44""', '- Total length:', '37""', 'Garment Care', ""Because they're made from the softest delicate Thai Rayon, hand washing is highly recommended to ensure their longevity."", ""If hand washing is not your thing, it's best if you machine wash in cold water & hang dry."", 'Add These Amazingly Comfortable Harem Pants to Your Shopping Cart Now!']",AMAZON FASHION,HAREM PANTS,1
542,B019ICGVI0,5.0,"I'm very happy with the purchase, love this wallet!",AEM7OQKQRUZW2KEWCWEPTZYFLIUA,2016-04-07,kate spade new york Cedar Street Stacy Bifold,,4.4,190,"['Clothing, Shoes & Jewelry', 'Women', 'Accessories', 'Wallets, Card Cases & Money Organizers', 'Wallets']","['100% Cow Split Leather', 'Imported', 'Cedar street stacy']",['Cedar street stacy'],AMAZON FASHION,Kate Spade New York,1
543,B019PCR3ZI,4.0,"Very attractive watch, the band is just a little lightweight. Overall it's well worth the price",AH6P4NULLA6INMNGKMEP3ZUUVGQA,2017-03-09,Woodgrain Wooden Watch with Genuine Leather Strap Analog Casual Wood Watches,,4.4,676,"['Clothing, Shoes & Jewelry', 'Men', 'Watches', 'Wrist Watches']","['Men’s Wrist Watch Handmade by Artisan Craftsman with Real Wood. All Natural Materials (Non-toxic Hypo-allergenic)', 'Black Watch Box to protect your wooden watch when you are not wearing it - Protective Case', 'High Quality Japanese Quartz Movement- Long-lasting & ultra-quiet.', 'Strap made of Genuine soft black cow leather and stainless steel silver buckle - Lightweight', 'Satisfaction Guaranteed - 100% Money back guarantee!']",['Men’s wooden watches by Woodgrain Watches. 100% Natural Black Sandalwood Wooden Wrist Watch. Wood grain watches handmade by a professional watchmaker with genuine leather band and Quartz Analog movement. Every wood watch comes in an exclusive black gift box.'],AMAZON FASHION,Woodgrain Watches,1
544,B019RRHVMG,5.0,I bought this for my sisters 40th birthday.She loved it. It is light weight made well and comes in a very nice ox.,AFOIRWZALBHQVWEN6SRJNKEPB7YA,2016-04-22,AoGV Handmade Preserved Flower LED Lighted (Doe) Tabletop Jewelry Box for Girls,,4.3,6,"['Clothing, Shoes & Jewelry', 'Shoe, Jewelry & Watch Accessories', 'Jewelry Accessories', 'Jewelry Boxes & Organizers', 'Jewelry Boxes']","['Handmade with preserved flowers', 'Features LED lighting', 'Drawer with open area storage', 'Overall dimensions: 5.5""(L) x 5.5""(W) x 7.5""(H)', 'Weight: 2 lbs.']",['Lovely Miss Deer Fairy Came out of Meadow.  This Jewelry Box is handmade by real flowers with love.  The meadow is make of fluffy fur (polyester) to look adorable.  Embedded a string of glowing LED light provides phenomenal atmosphere in the dark. The design makes the jeweley box a dashing gift for girls to last many years. Come with a necklace compartment.'],Amazon Home,AoGV,1
545,B019YZP17I,5.0,Didn't  fit  as expected,AFMQ7RIAKJD3ENTHKV5F3V5CG7FQ,2016-05-26,Badgley Mischka Women's Clove Dress Sandal,,3.5,9,"['Clothing, Shoes & Jewelry', 'Women', 'Shoes', 'Sandals', 'Heeled Sandals']","['100% Leather', 'Imported', 'Leather sole', 'Heel measures approximately 2""', 'Block-heel sandal featuring slender ankle strap and faceted faux gems at toe']","['In the frenetic, often tumultuous fashion industry, Mark Badgley and James Mischka are a rare breed. Hailed by Vogue as among the ""Top 10 American Designers"" and the darlings of the young Hollywood set, this design team has made their mark with the most glamorous, stylish and wearable evening wear to come along in years. Since Mark and James joined forces in 1988, Badgley Mischka has captivated the fashion press and prominent retailers with their sophisticated style that caters to a younger, more modern couture customer, while not forsaking women of any age. They have remained true to this design philosophy and the consistent integrity of their collections have pushed them to the forefront of fashion. The Badgley Mischka signature style is simple, streamlined and thoroughly elegant.']",AMAZON FASHION,Badgley Mischka,-1
546,B01A6ZPY1I,5.0,I spoke with Sonny via email. I needed a rush delivery and she worked with me to get it in 1 week. The dress is beautiful and just like the picture. Fit is true to their measurement chart. Thank you so much for the rush delivery on a quality dress!,AEZY2AYWACMLWALP4QFDYGZ63HOQ,2017-02-15,ANTS Women's Formal V Neck Sleeveless Long Evening Prom Dresses Gowns,79.99,3.8,61,"['Clothing, Shoes & Jewelry', 'Women', 'Clothing', 'Dresses']","['Quality chiffon outer layer and comfy pongee lining', 'Imported', 'Drawstring closure', 'Dry Clean Only', ""Full lined with bone, Inner pad. Women's formal Dresses"", 'Deep-V Neck,Sleeveless. Bead lace waist. Lace up Back Designing,Long Style Dress', 'Perfect for evening party, wedding, wedding guest, cocktail, formal, prom, semi-formal and any other occasions.', ""Color: There might be a slight difference between the actual dress's color and what you see in the photo depending on your computer monitor's display settings. We provide 30+ popular colors, and we will update the colors to meet your needs. help you to be more elegant, charming and confident for any special moments"", 'Size: Checking the actual measurements in our ""Sizing info"" and comparing them to your own measurements before placing your order is the best way to avoid size errors.']","[""This is evening prom dress.There's just something about this A-line dress that we can't get enough of! Whether it's the cross bodice ruching, or Bead Lace decoaration in the waist and the sweetheart V neck, this dress is a win in our style. The solid color of this dress makes it an easy one to accessorize!""]",AMAZON FASHION,ANTS,1
547,B01A9OUDF8,5.0,"Great shoes-wonderful addition to my Ghost 8. I average 8 mile runs 3-4 times weekly and these shoes are great.  Just right in the toe box, great arch support-good bounce and cushion.",AHRB2L35GV7I4AODMTCYVF23TKGA,2017-02-20,Brooks Men's Glycerin 14 Athletic Shoes Black/Anthracite/Silver Size 9.0M,,4.7,8,"['Clothing, Shoes & Jewelry', 'Men', 'Shoes', 'Fashion Sneakers']","['Fabric lining', 'Lace-Up closure', 'Machine Wash']",['Mesh and synthetic uppers.Lace up closure.Plush tongue and collar.Smooth fabric lining.Removable insole.Full-length Super DNA midsole.Rubber outsole.'],AMAZON FASHION,Brooks,1
548,B01AB074KW,5.0,nice t-shirt,AGOFYJS5OTMVZRBH3YCTAMAICBLA,2017-05-26,Calvin Klein Women's Short Sleeve V-Neck Top,,4.5,11,"['Clothing, Shoes & Jewelry', 'Women', 'Clothing', 'Lingerie, Sleep & Lounge', 'Sleep & Lounge', 'Tops']","['60% Cotton, 40% Polyester', 'Imported', 'Pull On closure', 'Machine Wash', 'A chic, V-neck cotton jersey tee featuring a modern, iconic Calvin Klein logo printed across front', 'Stretchy comfortable fit', 'CK logo across front', 'V-neck']",['This short sleeve V-neck tee features a cotton jersey fabrication and iconic Calvin Klein logo printed across front.'],AMAZON FASHION,Calvin Klein,1
549,B01AJYTS8Q,5.0,"These are great! Super comfortable, cute and great quality. Love these for gardening. Bought a second pair for my painting projects.",AEM3R2DEXO7CXHLBOQSH7OJU6AQA,2020-11-01,"Sloggers Women's Waterproof Rain and Garden Shoe with Comfort Insole, California Dreaming Size 8, Style 5116CAD08",,4.6,263,"['Clothing, Shoes & Jewelry', 'Women', 'Shoes', 'Outdoor', 'Rain Footwear']","['Rubber', 'Made in US', 'Rubber sole', 'Platform measures approximately .25 inches inches', 'Features ""All Day Comfort"" insoles', 'Heavy-duty lug tread for great traction', 'Easy to hose off clean', '*The forefoot upper pattern is similar to MORELIA NEO III*Uses the same figure-8 notch shape for the eyelet area and zig-zag shoe lacing system as the MORELIA NEO III']","['Whether you\'re working in the garden, or just out-and-about town on a rainy day, you\'ll be comfortable, dry and secure in your Black and White Polka Dot Shoes. You\'ll love the slip-on convenience and comfort, the ease of cleaning and secure traction, but most of all, you\'ll love all of the compliments coming your way! Just like the rest of our Sloggers made in the USA shoes, they feature ""All-Day-Comfort"" insoles, Sloggers\' signature deep lug sole for great traction in wet and muddy conditions, and a soft binding around the top. Sloggers shoes are made from 100% recyclable, medical grade material so they have a soft feel, produce no odor, are easy to hose off clean, and will last for years. The sole contains up to 50% recycled material so when your finished with your shoes, you can send them back to Sloggers and they\'ll turn them back into a new pair! How\'s that for ""reuse and recycle""?']",,Sloggers,1
550,B01AK22V2W,5.0,Purchased go.my ternage son. He loved the bright red!,AHX465XSRHWPIYYVFMC3DLB5ZCCA,2019-10-25,"Nike Men's Wallet, Red, F/S",21.0,4.6,697,"['Clothing, Shoes & Jewelry', 'Men', 'Accessories', 'Wallets, Card Cases & Money Organizers', 'Wallets']","['Polyester lining', 'Zipper closure', 'Dry Cloth Clean', 'Dimensions: 13cm x 9cm x 2cm', 'Material: 100% polyester', '6 credit card slots / slip pockets', '1 bill compartment']",[],AMAZON FASHION,Nike,1
551,B01AWJ8QWM,2.0,It is too small.  I would like to send it back but I have misplaced the receipt.,AEOFBT7Z3QFWLIKLI55KD2BOFRFA,2016-10-23,Phoenix Craft Women's Leather Purse Crossbody Gypsy Shoulder Travel Tote bag Inches Brown,39.99,3.9,228,"['Clothing, Shoes & Jewelry', 'Women', 'Handbags & Wallets', 'Crossbody Bags']","['Real Leather', 'Dimensions: 11 inches (length), 9 inches (height), 3 inches (depth)', '1 front pocket, 3 inner compartment and 2 zipper pocket', 'New genuine leather bag handcrafted with vintage style', 'Strong & durable brass fittings & buckles, quality zippers, heavy duty lining', 'Adjustable shoulder strap enough for crossbody, New genuine leather purse / bag handcrafted with vintage style -']","[""Unisex leather purse bag, women handbag, women travel bag, women satchel in dark brown. This original handmade leather purse or leather satchel is created by finest indian artisans with all the attention to detailing.the purse is made of genuine leather. you will receive exactly same bag as shown no foul smell as it comes in other goat leather bag.Phoenix Craft Women's Leather Purse Gypsy Bag Crossbody Women Handbag Shoulder Travel Satchel Tote Bag""]",Computers,Phoenix Craft,-1
552,B01AWJ8QWM,5.0,"Normally, I hate purses. However, I absolutely LOVE carrying this purse. It is large enough to fit my wallet, smartphone, and a fair number of other essentials. It is very earthy/trendy, light, and compact. The main flap is held in place by a magnetic button, which makes the purse easy to open and close.",AH4TSBS2TOVEB7KDT3CEBO7L4RNA,2016-05-09,Phoenix Craft Women's Leather Purse Crossbody Gypsy Shoulder Travel Tote bag Inches Brown,39.99,3.9,228,"['Clothing, Shoes & Jewelry', 'Women', 'Handbags & Wallets', 'Crossbody Bags']","['Real Leather', 'Dimensions: 11 inches (length), 9 inches (height), 3 inches (depth)', '1 front pocket, 3 inner compartment and 2 zipper pocket', 'New genuine leather bag handcrafted with vintage style', 'Strong & durable brass fittings & buckles, quality zippers, heavy duty lining', 'Adjustable shoulder strap enough for crossbody, New genuine leather purse / bag handcrafted with vintage style -']","[""Unisex leather purse bag, women handbag, women travel bag, women satchel in dark brown. This original handmade leather purse or leather satchel is created by finest indian artisans with all the attention to detailing.the purse is made of genuine leather. you will receive exactly same bag as shown no foul smell as it comes in other goat leather bag.Phoenix Craft Women's Leather Purse Gypsy Bag Crossbody Women Handbag Shoulder Travel Satchel Tote Bag""]",Computers,Phoenix Craft,1
553,B01AWU271M,5.0,Very cool,AETSFYQBUQ6GCUMFPCRF7ASHNJTA,2016-10-01,Dockers Men's Two Pocket Bomber Jacket,,4.3,41,"['Clothing, Shoes & Jewelry', 'Men', 'Clothing', 'Jackets & Coats', 'Lightweight Jackets', 'Windbreakers']","['100% Polyester', 'Imported', 'Zipper closure', 'Machine Wash', 'Two lower welt pockets on exterior and inner zipper pocket', 'Double chest zipper pockets', 'Wind resistant']","[""Men's casual windbreaker with hidden hood and rib knit cuffs and waistband.""]",AMAZON FASHION,Dockers,1
554,B01B6G76OE,5.0,"Absolutely lovely! The colours, the textures, this is a beautiful hat! The promo photos do a good job of representing it. It fit great! Of course, wearing hats for any length of time makes my forehead itch a bit, so that was expected, although this one was a touch worse on that front than my others. I might try hand washing it to see if that improves. I still don't regret buying it in the least and will wear it until it starts to fall apart!",AGPHRP5ZK43GYOU6TOGZYWME2MJQ,2018-10-11,Brown Plaid Winter Cap with Ribbed Visor,11.99,4.7,3,"['Clothing, Shoes & Jewelry', 'Women', 'Accessories', 'Hats & Caps', 'Newsboy Caps']","['100% Wool', 'Elastic closure', 'Synthetic with a Wool Look', 'Newsboy Style', 'Medium Fit (21.5 inch circumference)', 'Warm Winter Cap', 'Landana Headscarves']",['This is a cute brown winter cap with a plaid fabric and ribbed visor. Protect your eyes from the blinding winter sunlight on snowy days! This hat looks great on women. The diameter of the rim is 21.5 inches and there is elastic at the back for a comfortable fit. Medium size fits most women'],AMAZON FASHION,Landana Headscarves,1
555,B01BG3H6QU,5.0,I wish I could get more of this beautiful time piece. Everyone loves it.,AHUMIMT7MP33W24R7GRX6X7KNN3Q,2019-04-11,Minxwinx 4mm Traditional Classic Round Cubic Zirconia 925 Solid Sterling Silver Diamond Tennis Bracelet,,4.0,29,"['Clothing, Shoes & Jewelry', 'Women', 'Jewelry', 'Bracelets', 'Tennis']","['925 Refined Solid Sterling Silver', 'Brilliant Cut Top Quality Cubic Zirconias', '100% Hand set stones, NO Glued Crystals!', '1 Micron thick Anti-Tarnish Platinum Rhodium Overlay', '30-Day Love it or Return it! Satisfaction Guarantee!']","['4mm wide Solid Sterling Silver 925 Stamped Classic Traditional Brilliant Round Cut Cubic Zirconia Tennis Bracelet set with simulated Brilliant cut round Diamond cubic zirconias set in prong setting, Available in 7.5"" & 8.5"" lengths with box clasp and 2 safety tongues.']",AMAZON FASHION,Minxwinx,1
556,B01BH08PJY,5.0,Bought it for my mom. It was comfortable and a perfect fit.,AG5QA6LV2GQRZKXYPFLJKKL3CN3A,2018-01-30,Casual Nights Women's Cap Sleeves Floral Lace Nightgown,20.99,4.2,808,"['Clothing, Shoes & Jewelry', 'Women', 'Clothing', 'Lingerie, Sleep & Lounge', 'Sleep & Lounge', 'Nightgowns & Sleepshirts']","['55% Cotton, 45% Polyester', 'Use Our size chart to determine your size, for a more relaxed fit we recommend ordering a larger', 'Medium: = US Size 6-8, - Large: = US Size 10-12, - X-Large: = US Size 14-16, - XX-Large: = US Size 16-18, - 3X-Large: = US Size 18-20, - 4X-Large: = US Size 20-22', 'Gown features: 5 Button top closure, square neck, short cap sleeves, detailed with lace for an extra fancy touch', 'Super light and comfortable 55% cotton blend knit in beautiful floral printed lounger sleep shirt nightdress, Length measures approx. 37-39""', 'Elegant and Soft to touch duster will keep you cool and comfortable throughout, Beautiful enough for special occasions, yet comfortable enough for every day']","['Please use our size chart to determine which size will fit you best, if your measurements fall between two sizes we recommend ordering a larger size as most people prefer their sleepwear a little looser.', 'Medium: Measures US Size 6–8, Chests/Bust 35”-36""  Large: Measures US Size 10-12, Chests/Bust 37”-39""  X-Large: Measures US Size 14-16, Chests/Bust 39.5”-41""  XX-Large: Measures US Size 16-18, Chests/Bust 41.5”-43""  3X-Large: Measures US Size 18-20, Chests/Bust 43.5”-45""  4X-Large: Measures US Size 20-22, Chests/Bust 45.5”-47""', 'Hit the sack in total comfort with this Soft and lightweight Knit Nightgown in a fun floral pattern, Features 5 Button closure, Square neck, Approximately 40 from shoulder to hem, cap sleeves, detailed with for an extra feminine touch.A comfortable fit perfect for sleeping or lounge around as a house-dress. Beautiful enough for special occasions, yet comfortable enough for every day.']",AMAZON FASHION,Casual Nights,1
